Date/Time           	Concord Word        	Tweet                                                                                                                   	Type    	Is Covid	Rank  	Tweet Id            	Row#	default             
2019-10-26 20:20:04 	republican          	MISSISSIPPI! There is a VERY important election for Governor on November 5th. I need you to get out and VOTE for our Great Republican nominee @TateReeves. Tate is Strong on Crime tough on Illegal Immigration and will protect your Second Amendment....	tweet   	No?     	4795  	1188188567773822977 	19  	4795.0              
2019-10-29 03:38:48 	republican          	“Americans know by now that the Impeachment inquiry is just another hoax and silent coup to remove the President from office.” J.J. Crovatto  Don’t worry J.J. Schiff is a leaker &amp; corrupt politician who made up what I said on the call in order to hurt the Republican Party &amp; me!	tweet   	No?     	4795  	1189023754912964608 	20  	4795.0              
2019-10-29 13:20:20 	republican          	95% Approval Rating in the Republican Party a record. Thank you!                                                        	tweet   	No?     	4795  	1189170102832377857 	21  	4795.0              
2019-10-29 14:44:37 	republican          	Nervous Nancy Pelosi is doing everything possible to destroy the Republican Party. Our Polls show that it is going to be just the oppidite. The Do Nothing Dems will lose many seats in 2020. They have a Death Wish led by a corrupt politician Adam Schiff!	tweet   	No?     	4795  	1189191313297678336 	22  	4795.0              
2019-10-29 15:14:30 	republican          	Nervous Nancy Pelosi is doing everything possible to destroy the Republican Party. Our Polls show that it is going to be just the opposite. The Do Nothing Dems will lose many seats in 2020. They have a Death Wish led by a corrupt politician Adam Schiff!	tweet   	No?     	4795  	1189198831193411585 	23  	4795.0              
2019-11-01 13:52:22 	republican          	....@FoxNews  @BillHemmer  The public is watching and seeing for themselves how unfair this process is. Corrupt politicians Pelosi and Schiff are trying to take down the Republican Party. It will never happen we will take back the House!	tweet   	No?     	4795  	1190265325511757825 	24  	4795.0              
2019-11-01 14:08:18 	republican          	....Our Republican candidate @EddieRispone is a successful conservative businessman who will stand with me to create jobs and protect your Second Amendment. GET OUT AND VOTE for Eddie the next Governor of the GREAT State of Louisiana!	tweet   	No?     	4795  	1190269335224430592 	25  	4795.0              
2019-11-03 16:40:52 	republican          	Many people listened to my phone call with the Ukrainian President while it was being made. I never heard any complaints. The reason is that it was totally appropriate I say perfect. Republicans have never been more unified and my Republican Approval Rating is now 95%!	tweet   	No?     	4795  	1191032506105024512 	26  	4795.0              
2019-11-03 18:23:41 	republican          	The Democrats are Fixers and they are working overtime to FIX the Impeachment “Process” in order to hurt the Republican Party and me. Nancy Pelosi should instead Fix her broken District and Corrupt Adam should clean up &amp; manage the California forests which are always burning!	tweet   	No?     	4795  	1191058382695927808 	27  	4795.0              
2019-11-03 20:18:09 	republican          	I hope everyone in the Great State of Virginia will get out and VOTE on Tuesday in all of the local and state elections to send a signal to D.C. that you want lower taxes a strong Military Border &amp; 2nd Amendment great healthcare and must take care of our Vets. VOTE REPUBLICAN	tweet   	No?     	4795  	1191087187443490818 	28  	4795.0              
2019-11-03 20:23:15 	republican          	Virginia has the best Unemployment and Economic numbers in the history of the State. If the Democrats get in those numbers will go rapidly in the other direction. On Tuesday Vote Republican!	tweet   	No?     	4795  	1191088472997744640 	29  	4795.0              
2019-11-04 00:59:45 	republican          	False stories are being reported that a few Republican Senators are saying that President Trump may have done a quid pro quo but it doesn’t matter there is nothing wrong with that it is not an impeachable event. Perhaps so but read the transcript there is no quid pro quo!	tweet   	No?     	4795  	1191158055397969920 	30  	4795.0              
2019-11-04 05:01:09 	republican          	Great Republican Geary Higgins has my complete and total Endorsement for Virginia Senate 13th District. He is strong on Crime the Border our Military Cutting Taxes and protecting your 2nd Amendment. Dem John Bell will take your guns &amp; raise your taxes. Vote for Geary Higgins	tweet   	No?     	4795  	1191218806468820994 	31  	4795.0              
2019-11-04 05:15:54 	republican          	Louisiana get out and Vote Early for @EddieRispone as your next Governor. Lower Taxes and car insurance. Will protect your 2nd Amendment. John Bel Edwards is always fighting our MAGA Agenda. Wants to raise your taxes and car insurance to the sky. Vote for Republican Eddie R!	tweet   	No?     	4795  	1191222515030470657 	32  	4795.0              
2019-11-04 12:58:31 	republican          	95% Approval Rating in the Republican Party. Thank you!                                                                 	tweet   	No?     	4795  	1191338937387757568 	33  	4795.0              
2019-11-04 13:14:30 	republican          	“There is no Whistleblower. There is someone with an agenda against Donald Trump. What he was blowing the whistle on didn’t happen. We have the transcript of the call. This is all a farce and no Republican should forget that.” @dbongino @foxandfriends	tweet   	No?     	4795  	1191342959695933441 	34  	4795.0              
2019-11-05 01:55:21 	republican          	THANK YOU Lexington Kentucky! Get out tomorrow and VOTE for Governor @MattBevin and the entire Republican ticket. America is thriving like never before – and the BEST IS YET TO COME! https://t.co/wkPrPW8haY	tweet   	No?     	4795  	1191534433939214336 	35  	4795.0              
2019-11-05 12:05:22 	republican          	Virginia with all of the massive amount of defense and other work I brought to you and with everything planned go out and vote Republican today. I know the Dems are saying that they have your vote locked up but that would mean a long slide down. VOTE REPUBLICAN TODAY!	tweet   	No?     	4795  	1191687950360358913 	36  	4795.0              
2019-11-05 17:19:46 	republican          	KENTUCKY!  Get out today and VOTE for @MattBevin and the entire Republican ticket!  MISSISSIPPI!  Get out today and VOTE for @TateReeves and the entire Republican ticket! #VoteOnNov5 #ElectionDay Find your polling location below!https://t.co/0rnhb4z3HU	tweet   	No?     	4795  	1191767071249616897 	37  	4795.0              
2019-11-05 20:42:10 	republican          	KENTUCKY! #KYGov  Get out today and VOTE for @MattBevin and the entire Republican ticket!  MISSISSIPPI! #MSGov  Get out today and VOTE for @TateReeves and the entire Republican ticket!Polls are open for a few more hours find your location below! https://t.co/0rnhb4z3HU	tweet   	No?     	4795  	1191818006738939905 	38  	4795.0              
2019-11-06 01:02:45 	republican          	95% Approval Rating in the Republican Party. Thank you! https://t.co/Z0VHUlAwMD                                         	tweet   	No?     	4795  	1191883585034297344 	39  	4795.0              
2019-11-06 23:56:46 	republican          	A great evening last night in Kentucky and Mississippi for the Republican Party with 13 BIG WINS including a Governorship in Mississippi. Congratulations to everyone! https://t.co/bvQLOmwlbd	tweet   	No?     	4795  	1192229368057085952 	40  	4795.0              
2019-11-07 03:36:49 	republican          	LOUISIANA! Early voting is underway until Saturday it’s time to get out and VOTE to REPLACE Radical Liberal Democrat John Bel Edwards with a great new REPUBLICAN Governor @EddieRispone! #GeauxVotePOLL FINDER: https://t.co/0rnhb4hsjk https://t.co/7RtlPqKu2U	tweet   	No?     	4795  	1192284746815922176 	41  	4795.0              
2019-11-07 15:16:15 	republican          	It was just explained to me that for next weeks Fake Hearing (trial) in the House as they interview Never Trumpers and others I get NO LAWYER &amp; NO DUE PROCESS. It is a Pelosi Schiff Scam against the Republican Party and me. This Witch Hunt should not be allowed to proceed!	tweet   	No?     	4795  	1192460764235419654 	42  	4795.0              
2019-11-09 16:15:08 	republican          	But the Witch Hunt continues. After 3 years of relentless attacks against the Republican Party &amp; me the Do Nothing Dems are losers for America! https://t.co/met2y8VoPe	tweet   	No?     	4795  	1193200357243080704 	43  	4795.0              
2019-11-09 19:31:10 	republican          	95% Approval Rating in the Republican Party. Thank you! #MAGA #KAG2020                                                  	tweet   	No?     	4795  	1193249691741216768 	44  	4795.0              
2019-11-11 14:09:57 	republican          	So with one Rally by me at the end of the campaign I lift the poll numbers of Kentucky Governor Matt Bevin by 19 points he just misses every other Republican in the Commonwealth wins big and the Fake News blames me for a bad night! OK! By the way Mississippi won everything!	tweet   	No?     	4795  	1193893631616270336 	45  	4795.0              
2019-11-11 14:25:38 	republican          	“The Chinese say (about Trump’s Trade War &amp; Tariffs) ‘he brought us to the table.’ This is the most prosperous economy the world has ever seen and it’s going to be a very prosperous economy.” Jamie Dimon on @60Minutes  Thank you President Trump &amp; the Republican Party!	tweet   	No?     	4795  	1193897574899634176 	46  	4795.0              
2019-11-15 00:28:02 	republican          	Getting ready to land in Louisiana to do Rally with Great Republican @EddieRispone for Governor. He will get your taxes and auto insurance (highest in Country!) way down. Loves our Military &amp; Vets. Will protect your 2nd Amendment. VOTE SATURDAY!	tweet   	No?     	4795  	1195136338510499840 	47  	4795.0              
2019-11-16 02:33:08 	republican          	Big day in LOUISIANA tomorrow! Get out and VOTE to replace Radical Liberal Democrat John Bel Edwards with a great new REPUBLICAN Governor @EddieRispone! #GeauxVote #LAgov https://t.co/MydmDyuHib	tweet   	No?     	4795  	1195530208121643009 	48  	4795.0              
2019-11-17 13:51:39 	republican          	A new Republican Star is born. Great going @EliseStefanik! https://t.co/9QH4oUa2eg                                      	tweet   	No?     	4795  	1196063349844430849 	49  	4795.0              
2019-11-17 14:09:35 	republican          	Dowd never understood the pulse of the Republican Party present or past. He’s just a 3rd rate hit job for Fake News @ABC! https://t.co/RMIWNmBqOb	tweet   	No?     	4795  	1196067863070674947 	50  	4795.0              
2019-11-18 12:29:38 	republican          	Never has the Republican Party been so united as it is now. 95% A.R. This is a great fraud being played out against the American people by the Fake News Media &amp; their partner the Do Nothing Democrats. The rules are rigged by Pelosi &amp; Schiff but we are winning and we will win!	tweet   	No?     	4795  	1196405099741896705 	51  	4795.0              
2019-11-20 12:37:30 	republican          	“White House Confidence Grows As Hearings Wear On.” @WashTimes  This is just an attempted takedown of the Republican Party by the Do Nothing Democrats. It will never work. #2020	tweet   	No?     	4795  	1197131856963129344 	52  	4795.0              
2019-11-21 12:32:50 	republican          	The Republican Party and me had a GREAT day yesterday with respect to the phony Impeachment Hoax &amp; yet when I got home to the White House &amp; checked out the news coverage on much of television you would have no idea they were reporting on the same event. FAKE &amp; CORRUPT NEWS!	tweet   	No?     	4795  	1197493067571486720 	53  	4795.0              
2019-11-21 13:15:26 	republican          	Corrupt politician Adam Schiff’s lies are growing by the day. Keep fighting tough Republicans you are dealing with human scum who have taken Due Process and all of the Republican Party’s rights away from us during the most unfair hearings in American History......	tweet   	No?     	4795  	1197503790729121794 	54  	4795.0              
2019-11-22 18:53:37 	republican          	Thank you to @senatemajldr Mitch McConnell and @GOPLeader Kevin McCarthy for their Great Leadership! There has never been so much unity and spirit in the Republican Party as there is right now!	tweet   	No?     	4795  	1197951285238083585 	55  	4795.0              
2019-11-23 22:57:15 	republican          	95% Approval Rate in the Republican Party a record! Thank you!                                                          	tweet   	No?     	4795  	1198374984902676480 	56  	4795.0              
2019-11-24 22:01:56 	republican          	The Impeachment Scam is driving Republican Poll Numbers UP UP UP! Thank you Shifty.                                     	tweet   	No?     	4795  	1198723449054748672 	57  	4795.0              
2019-11-27 22:11:03 	republican          	95% Approval Rating in the Republican Party. Thank you!                                                                 	tweet   	No?     	4795  	1199812908257095680 	58  	4795.0              
2019-12-02 16:47:47 	republican          	Thank you to Great Republican @SenJohnKennedy for the job he did in representing both the Republican Party and myself against Sleepy Eyes Chuck Todd on Meet the Depressed!	tweet   	No?     	4795  	1201543495539806208 	59  	4795.0              
2019-12-02 17:56:48 	republican          	The Republican Party has NEVER been so united! This Impeachment Scam is just a continuation of the 3 year Witch Hunt but it is only bringing us even closer together!	tweet   	No?     	4795  	1201560862856601600 	60  	4795.0              
2019-12-02 18:12:18 	republican          	Great job by @RepDougCollins of Georgia over the weekend in representing the Republican Party and myself against the Impeachment Hoax!	tweet   	No?     	4795  	1201564763416907776 	61  	4795.0              
2019-12-05 17:38:03 	republican          	Republican Approval Rating = 95%. Thank you!                                                                            	tweet   	No?     	4795  	1202643310835359744 	62  	4795.0              
2019-12-13 11:51:48 	republican          	The Republicans House members were fantastic yesterday. It always helps to have a much better case in fact the Dems have no case at all but the unity &amp; sheer brilliance of these Republican warriors all of them was a beautiful sight to see. Dems had no answers and wanted out!	tweet   	No?     	4795  	1205455275953729536 	63  	4795.0              
2019-12-13 11:53:54 	republican          	My Approval Rating in the Republican Party is 95% a Record. Thank you! #2020Election                                    	tweet   	No?     	4795  	1205455803378999297 	64  	4795.0              
2019-12-13 12:07:19 	republican          	The Republican Party is more united now than at any time in its history - by far!                                       	tweet   	No?     	4795  	1205459180229935109 	65  	4795.0              
2019-12-14 13:07:09 	republican          	After watching the disgraceful way that a wonderful man @BrettKavanaugh was treated by the Democrats and now seeing first hand how these same Radical Left Do Nothing Dems are treating the whole Impeachment Hoax I understand why so many Dems are voting Republican!	tweet   	No?     	4795  	1205836626808713217 	66  	4795.0              
2019-12-15 19:14:32 	republican          	Approval Rating in Republican Party = 95% a Record! Overall Approval Rating = 51%. Think of where I’d be without the never ending 24 hour a day phony Witch Hunt that started 3 years ago!	tweet   	No?     	4795  	1206291469452988417 	67  	4795.0              
2019-12-16 13:54:19 	republican          	READ THE TRANSCRIPTS! The Impeachment Hoax is the greatest con job in the history of American politics! The Fake News Media and their partner the Democrat Party are working overtime to make life for the United Republican Party and all it stands for as difficult as possible!	tweet   	No?     	4795  	1206573270121766912 	68  	4795.0              
2019-12-17 05:44:12 	republican          	Congressman Jeff Van Drew is very popular in our great and very united Republican Party. It was a tribute to him that he was able to win his heavily Republican district as a Democrat. People like that are not easily replaceable!	tweet   	No?     	4795  	1206812317809143808 	69  	4795.0              
2019-12-18 17:44:18 	republican          	SUCH ATROCIOUS LIES BY THE RADICAL LEFT DO NOTHING DEMOCRATS. THIS IS AN ASSAULT ON AMERICA AND AN ASSAULT ON THE REPUBLICAN PARTY!!!!	tweet   	No?     	4795  	1207355923573989376 	70  	4795.0              
2019-12-19 12:31:56 	republican          	100% Republican Vote. That’s what people are talking about. The Republicans are united like never before!               	tweet   	No?     	4795  	1207639703538851840 	71  	4795.0              
2019-12-19 13:17:10 	republican          	I got Impeached last might without one Republican vote being cast with the Do Nothing Dems on their continuation of the greatest Witch Hunt in American history. Now the Do Nothing Party want to Do Nothing with the Articles &amp; not deliver them to the Senate but it’s Senate’s call!	tweet   	No?     	4795  	1207651085739016192 	72  	4795.0              
2019-12-19 14:10:57 	republican          	I got Impeached last night without one Republican vote being cast with the Do Nothing Dems on their continuation of the greatest Witch Hunt in American history. Now the Do Nothing Party want to Do Nothing with the Articles &amp; not deliver them to the Senate but it’s Senate’s call!	tweet   	No?     	4795  	1207664621336825856 	73  	4795.0              
2019-12-20 21:04:05 	republican          	The Democrat Party’s Witch Hunt and CRAZY EXTREME policies are chasing common sense people out of the Dem Party. That’s why Jeff Van Drew (@CongressmanJVD) voted NO on the Impeachment Hoax. Jeff will be joining our growing Republican Party....	tweet   	No?     	4795  	1208130976188108805 	74  	4795.0              
2019-12-22 20:18:34 	republican          	Crazy Nancy wants to dictate terms on the Impeachment Hoax to the Republican Majority Senate but striped away all Due Process no lawyers or witnesses on the Democrat Majority House. The Dems just wish it would all end. Their case is dead their poll numbers are horrendous!	tweet   	No?     	4795  	1208844297912619008 	75  	4795.0              
2019-12-23 22:09:31 	republican          	Nancy Pelosi who has already lost the House &amp; Speakership once &amp; is about to lose it again is doing everything she can to delay the zero Republican vote Articles of Inpeachment. She is trying to take over the Senate &amp; Cryin’ Chuck is trying to take over the trial. No way!....	tweet   	No?     	4795  	1209234606484074498 	76  	4795.0              
2019-12-23 22:13:01 	republican          	Nancy Pelosi who has already lost the House &amp; Speakership once &amp; is about to lose it again is doing everything she can to delay the zero Republican vote Articles of Impeachment. She is trying to take over the Senate &amp; Cryin’ Chuck is trying to take over the trial. No way!....	tweet   	No?     	4795  	1209235490026774528 	77  	4795.0              
2019-12-26 02:59:36 	republican          	Why should Crazy Nancy Pelosi just because she has a slight majority in the House be allowed to Impeach the President of the United States? Got ZERO Republican votes there was no crime the call with Ukraine was perfect with “no pressure.” She said it must be “bipartisan....	tweet   	No?     	4795  	1210032384571269121 	78  	4795.0              
2019-12-26 02:59:40 	republican          	....&amp; overwhelming” but this Scam Impeachment was neither. Also very unfair with no Due Process proper representation or witnesses. Now Pelosi is demanding everything the Republicans weren’t alowed to have in the House. Dems want to run majority Republican Senate. Hypocrites!	tweet   	No?     	4795  	1210032400044036096 	79  	4795.0              
2019-12-26 03:10:55 	republican          	...&amp; overwhelming” but this Scam Impeachment was neither. Also very unfair with no Due Process proper representation or witnesses. Now Pelosi is demanding everything the Republicans weren’t allowed to have in the House. Dems want to run majority Republican Senate. Hypocrites!	tweet   	No?     	4795  	1210035231820058625 	80  	4795.0              
2019-12-26 03:12:18 	republican          	Why should Crazy Nancy Pelosi just because she has a slight majority in the House be allowed to Impeach the President of the United States? Got ZERO Republican votes there was no crime the call with Ukraine was perfect with “no pressure.” She said it must be “bipartisan...	tweet   	No?     	4795  	1210035579179749378 	81  	4795.0              
2019-12-26 03:12:18 	republican          	...&amp; overwhelming” but this Scam Impeachment was neither. Also very unfair with no Due Process proper representation or witnesses. Now Pelosi is demanding everything the Republicans weren’t allowed to have in the House. Dems want to run majority Republican Senate. Hypocrites!	tweet   	No?     	4795  	1210035580140175361 	82  	4795.0              
2019-12-26 12:42:19 	republican          	Brad Blakeman “I happen to believe as a lawyer that the charges are defective they don’t meet the Constitutional standard of high crimes and misdemeanors so I would like to see a Motion to Dismiss. At least 51 Republican Senators would agree with that-there should be no trial.”	tweet   	No?     	4795  	1210179032031072256 	83  	4795.0              
2019-12-31 17:42:51 	republican          	Remember when Pelosi was screaming that President Trump is a danger to our nation and we must move quickly. They didn’t get one Republican House vote and lost 3 Dems. They produced no case so now she doesn’t want to go to the Senate. She’s all lies. Most overrated person I know!	tweet   	No?     	4795  	1212066600771366918 	84  	4795.0              
2020-01-04 14:57:14 	republican          	95% Approval Rating in the Republican Party. Thank you!                                                                 	tweet   	No?     	4795  	1213474475250987009 	85  	4795.0              
2020-01-06 14:39:43 	republican          	Congress &amp; the President should not be wasting their time and energy on a continuation of the totally partisan Impeachment Hoax when we have so many important matters pending. 196 to ZERO was the Republican House vote &amp; we got 3 Dems. This was not what the Founders had in mind!	tweet   	No?     	4795  	1214194843246829569 	86  	4795.0              
2020-01-09 22:49:55 	republican          	95% Approval Rating in the Republican Party. Thank you!                                                                 	tweet   	No?     	4795  	1215405367229739008 	87  	4795.0              
2020-01-10 02:15:31 	republican          	Democrats are now the party of high taxes high crime open borders late-term abortion socialism and blatant corruption. The Republican Party is the party of the American Worker the American Family and the American Dream! #KAG2020 https://t.co/05XRX2odxN	tweet   	No?     	4795  	1215457108327571458 	88  	4795.0              
2020-01-11 14:35:53 	republican          	95% Approval Rating in the Republican Party a record. 53% Approval Rating overall (can we add 7 to 10 percent because of the Trump “thing?”). Thank you!	tweet   	No?     	4795  	1216005816710500352 	89  	4795.0              
2020-01-15 02:49:47 	republican          	Democrats are now the party of high taxes high crime open borders late-term abortion socialism and blatant corruption. The Republican Party is the party of the American Worker the American Family and the American Dream! #TrumpMilwaukeeRally https://t.co/LAl96RE49h	tweet   	No?     	4795  	1217277670528110592 	90  	4795.0              
2020-01-17 20:10:15 	republican          	Heading to Florida for big Republican Party event. New Stock Market Record. Jobs in USA at all-time high!               	tweet   	No?     	4795  	1218264289225728000 	91  	4795.0              
2020-01-18 22:56:19 	republican          	95% Approval Rating in the Republican Party A Record. Thank You!                                                        	tweet   	No?     	4795  	1218668469597675520 	92  	4795.0              
2020-01-19 18:24:52 	republican          	I have never seen the Republican Party as Strong and as Unified as it is right now. Thank you!                          	tweet   	No?     	4795  	1218962544372670467 	93  	4795.0              
2020-01-20 15:43:57 	republican          	The Democrat Party in the Great Commonwealth of Virginia are working hard to take away your 2nd Amendment rights. This is just the beginning. Don’t let it happen VOTE REPUBLICAN in 2020!	tweet   	No?     	4795  	1219284434635100162 	94  	4795.0              
2020-01-23 12:52:46 	republican          	The Democrat House would not give us lawyers or not one witness but now demand that the Republican Senate produce the witnesses that the House never sought or even asked for? They had their chance but pretended to rush. Most unfair &amp; corrupt hearing in Congressional history!	tweet   	No?     	4795  	1220328518288052225 	95  	4795.0              
2020-01-25 22:05:57 	republican          	Previous quote from the great Republican Senator Jim Inhofe of Oklahoma - Chairman of the Senate Armed Services Committee	tweet   	No?     	4795  	1221192511139581959 	96  	4795.0              
2020-01-26 16:24:41 	republican          	95% Approval Rating in the Republican Party. Thank you! 191 Federal Judges (a record) and two Supreme Court Justices approved. Best Economy &amp; Employment Numbers EVER. Thank you to our great New Smart and Nimble REPUBLICAN PARTY. Join now it’s where people want to be!	tweet   	No?     	4795  	1221469014427348992 	97  	4795.0              
2020-01-29 01:37:45 	republican          	Democrats are now the party of high taxes high crime open borders late-term abortion socialism and blatant corruption. The Republican Party is the party of the American Worker the American Family and the American Dream! #TrumpRallyNJ #KAG2020 https://t.co/Kq5KFhQmgH	tweet   	No?     	4795  	1222332975825793025 	98  	4795.0              
2020-01-29 15:33:00 	republican          	On the Iraq War Resolution being voted on tomorrow in the House of Represenatives we are down to 5000 soldiers and going down and I want everyone Republican and Democrat to vote their HEART!	tweet   	No?     	4795  	1222543172192129024 	99  	4795.0              
2020-01-31 03:16:35 	republican          	Americans across the political spectrum are disgusted by the Washington Democrats’ Partisan Hoaxes Witch Hunts &amp; Con Jobs. Registered Democrats and Independents are leaving the Democrat Party in droves &amp; we are welcoming these voters to the Republican Party w/ wide open arms! https://t.co/UCdQXY3vPn	tweet   	No?     	4795  	1223082623351713792 	100 	4795.0              
2020-02-02 05:04:56 	republican          	The Radical Left Do Nothing Democrats don’t want justice when pushing the Impeachment Hoax they only want to destabilize the Republican Party so they can do better in the 2020 election &amp; that includes the House &amp; Senate. They are playing with the people by taking it this far!	tweet   	No?     	4795  	1223834666031046656 	101 	4795.0              
2020-02-04 14:34:16 	republican          	The Democrat Party in Iowa really messed up but the Republican Party did not. I had the largest re-election vote in the history of that great state by far beating President Obama’s previous record by a lot. Also 97% Plus of the vote! Thank you Iowa!	tweet   	No?     	4795  	1224702718754856960 	102 	4795.0              
2020-02-04 15:59:56 	republican          	My Approval Rating in the Republican Party = 95% a record! Big Iowa win. Approval Rating overall = 53% a new high. With our great Economy and other major successes would be 20 points higher without the phony Witch Hunts and Hoaxes???	tweet   	No?     	4795  	1224724275900375042 	103 	4795.0              
2020-02-07 21:57:25 	republican          	....always continue. Every Republican Senator except Romney many highly religious people all very smart voted against the Impeachment Hoax. @SenCapito was all in (a great person). I was told by many that Manchin was just a puppet for Schumer &amp; Pelosi. That’s all he is!	tweet   	No?     	4795  	1225901404600049664 	104 	4795.0              
2020-02-08 15:16:46 	republican          	Crazy Nancy Pelosi’s Impeachment Hoax has lifted Republican Congressional Polls (she lost the House once before!) and my Polls WAY UP which was expected but it has had a great effect on Republican Senate races including North Carolina Kentucky Colorado and Arizona. Thanks!	tweet   	No?     	4795  	1226162962873962503 	105 	4795.0              
2020-02-08 15:30:33 	republican          	The only way to stop the crazed Radical Left Do Nothing Democrats “is for the Republican Senate to run an offense here”. @LeeSmithDC  @IngrahamAngle  @FoxNews So true although the Dems Hoaxes &amp; Witch Hunts have driven up Republican Polls and mine mightily!	tweet   	No?     	4795  	1226166432431558656 	106 	4795.0              
2020-02-09 15:58:52 	republican          	Romney hurt some very good Republican Senators and he was wrong about the Impeachment Hoax. No clue! https://t.co/J6rtaZYYxD	tweet   	No?     	4795  	1226535948189675521 	107 	4795.0              
